id,from_id,from_name,to_id,to_name,rel_type,rel_primary,is_kinship,is_patron,is_conflict,note,status
1043,P0040,刘能卿,,刘玄(更始),与帝,,0,0,0,,草稿
1045,P0041,刘艾,,李傕,政敌,,0,0,0,乱中护驾,草稿
1044,P0041,刘艾,,献帝,与帝,,0,0,0,随驾近侍,草稿
1046,P0043,包咸,,光武帝/皇太子,与帝,,0,0,0,授经,草稿
1047,P0043,包咸,,大鸿胪,其他,,0,0,0,永平五年迁,草稿
1050,P0044,华歆,,曹丕,与帝,,0,0,0,司徒,草稿
1049,P0044,华歆,,曹操,府主,,0,0,0,相国,草稿
1048,P0044,华歆,,荀彧,其他,,0,0,0,代彧为尚书令,草稿
1052,P0045,单飏,,桥玄,同僚,,0,0,0,问祥瑞,草稿
1051,P0045,单飏,P0175,蔡邕,同僚,,0,0,0,正定六经,草稿
1053,P0046,卫伉,P0048,卫青,父,,0,0,0,,草稿
1055,P0047,卫臻,,明帝,与帝,,0,0,0,司空,草稿
1054,P0047,卫臻,,曹操,府主,,0,0,0,参军,草稿
1391,P0048,卫青,P0046,卫伉,子,,0,0,0,对称边←卫伉-父,草稿
1056,P0048,卫青,,卫子夫,兄弟,,0,0,0,武帝皇后,草稿
1058,P0048,卫青,,武帝,与帝,,0,0,0,由侍中至大将军,草稿
1057,P0048,卫青,P0243,霍去病,姻亲,,0,0,0,亦侍中,草稿
1059,P0049,台崇,,曹操,政敌,,0,0,0,被杀,草稿
1060,P0049,台崇,,献帝,与帝,,0,0,0,,草稿
1063,P0052,史高,,宣帝,与帝,,0,0,0,外戚,草稿
1061,P0052,史高,P0218,金安上,同僚,,0,0,0,共发霍氏,草稿
1062,P0052,史高,P0246,霍禹,政敌,,0,0,0,,草稿
1065,P0053,向栩,,宦官,政敌,,0,0,0,,草稿
1064,P0053,向栩,,张钧,同僚,,0,0,0,俱坐言宦者死,草稿
1066,P0055,周广,,杨震,政敌,,0,0,0,谗陷,草稿
1067,P0055,周广,,樊丰,同谋,,0,0,0,,草稿
1068,P0055,周广,,耿宝,同谋,,0,0,0,,草稿
1071,P0056,周毖,P0007,伍琼,同僚,,0,0,0,,草稿
1069,P0056,周毖,,董卓,与大将军,,0,0,0,卓信之,草稿
1070,P0056,周毖,,袁绍,同谋,,0,0,0,阴为绍,草稿
1072,P0057,周泽,,光武/明帝,与帝,,0,0,0,太常,草稿
1073,P0059,和洽,,曹操,府主,,0,0,0,丞相掾属,草稿
1074,P0059,和洽,P0145,王粲,同僚,,0,0,0,俱侍中,草稿
1075,P0060,和逌,P0059,和洽,宗族,,0,0,0,,草稿
1076,P0062,孔永,P0148,王莽,与帝,,0,0,0,,草稿
1078,P0063,孔霸,,元帝,与帝,,0,0,0,,草稿
1077,P0063,孔霸,,孔光,子,,0,0,0,,草稿
1079,P0064,孙峻,,孙权,与帝,,0,0,0,受遗,草稿
1392,P0064,孙峻,P0066,孙綝,从子,,0,0,0,对称边←孙綝-从父,草稿
1080,P0064,孙峻,,诸葛恪,政敌,,0,0,0,杀恪,草稿
1082,P0066,孙綝,,孙亮,与帝,,0,0,0,废亮,草稿
1083,P0066,孙綝,,孙休,与帝,,0,0,0,被休所杀,草稿
1081,P0066,孙綝,P0064,孙峻,从父,,0,0,0,前丞相,草稿
1085,P0067,孙邕,,曹芳,与帝,,0,0,0,,草稿
1084,P0067,孙邕,,管宁,举主,,0,0,0,荐宁,草稿
1086,P0068,宋弘,,光武帝,与帝,,0,0,0,东汉初重臣,草稿
1087,P0068,宋弘,P0148,王莽,与帝,,0,0,0,莽时官,草稿
1088,P0069,宋登,,宋由,父,,0,0,0,太尉,草稿
1089,P0069,宋登,,顺帝,与帝,,0,0,0,定曲律,草稿
1091,P0070,宗预,,孙权,其他,,0,0,0,使吴,草稿
1090,P0070,宗预,,张飞,府主,,0,0,0,功曹,草稿
1092,P0070,宗预,,诸葛亮,同僚,,0,0,0,,草稿
1094,P0071,宣秉,,光武帝,与帝,,0,0,0,御史中丞,草稿
1093,P0071,宣秉,,更始帝,与帝,,0,0,0,侍中,草稿
1095,P0072,寇荣,,寇恂,曾祖,,0,0,0,云台二十八将,草稿
1096,P0072,寇荣,,桓帝,与帝,,0,0,0,,草稿
1098,P0073,尹勋,P0038,刘瑜,同僚,,0,0,0,俱谋,草稿
1099,P0073,尹勋,,曹节,政敌,,0,0,0,矫诏诛,草稿
1097,P0073,尹勋,,窦武,同谋,,0,0,0,引为尚书令,草稿
1100,P0074,尹忠,,杨定,举主,,0,0,0,请为长史,草稿
1102,P0076,常洽,,李傕,政敌,,0,0,0,乱中形势,草稿
1101,P0076,常洽,,献帝,与帝,,0,0,0,帝问傕书事,草稿
1103,P0076,常洽,,赵温,同僚,,0,0,0,温与傕书,草稿
1104,P0077,庾峻,P0102,李仁,同僚,,0,0,0,吴亡后问仁,草稿
1105,P0078,廖立,,刘备,与帝,,0,0,0,汉中王时侍中,草稿
1106,P0078,廖立,,诸葛亮,政敌,,0,0,0,亮废立,草稿
1107,P0080,张千秋,,张安世,父,,0,0,0,,草稿
1108,P0080,张千秋,P0083,张彭祖,兄弟,,0,0,0,,草稿
1110,P0081,张布,,丁奉,同僚,,0,0,0,定策,草稿
1109,P0081,张布,,孙休,与帝,,0,0,0,诛綝定策,草稿
1111,P0082,张延寿,,张安世,父,,0,0,0,,草稿
1112,P0083,张彭祖,,宣帝,与帝,,0,0,0,微时同席,草稿
1393,P0083,张彭祖,P0080,张千秋,兄弟,,0,0,0,对称边←张千秋-兄弟,草稿
1113,P0083,张彭祖,,张汤,先祖,,0,0,0,,草稿
1115,P0084,张放,,张汤,先祖,,0,0,0,,草稿
1394,P0084,张放,P0087,张纯,子,,0,0,0,对称边←张纯-父,草稿
1114,P0084,张放,,成帝,与帝,,0,0,0,宠臣,草稿
1117,P0087,张纯,,张安世,高祖,,0,0,0,,草稿
1116,P0087,张纯,P0084,张放,父,,0,0,0,亦侍中,草稿
1118,P0088,张绍,,刘禅,与帝,,0,0,0,奉表降,草稿
1119,P0088,张绍,,谯周,同僚,,0,0,0,降使,草稿
1121,P0089,张衡,,东观诸儒,同僚,,0,0,0,收捡遗文,草稿
1120,P0089,张衡,,顺帝,与帝,,0,0,0,帷幄讽议,草稿
1124,P0090,张辟彊,,吕太后,与帝,,0,0,0,释其疑,草稿
1122,P0090,张辟彊,,张良,父,,0,0,0,留侯,草稿
1123,P0090,张辟彊,,陈平,同僚,,0,0,0,献计,草稿
1125,P0091,张霸,,会稽郡,其他,,0,0,0,太守,草稿
1126,P0092,张驯,P0175,蔡邕,同僚,,0,0,0,正定六经,草稿
1127,P0092,张驯,,顺帝/桓帝,与帝,,0,0,0,,草稿
1128,P0095,戴凭,,光武帝,与帝,,0,0,0,说经见重,草稿
1129,P0096,承宫,P0001,丁恭,师,,0,0,0,受业,草稿
1130,P0096,承宫,P0125,楼望,同门,,0,0,0,,草稿
1131,P0097,施延,,顺帝,与帝,,0,0,0,太尉,草稿
1133,P0099,曹褒,,曹充,父,,0,0,0,传礼,草稿
1132,P0099,曹褒,,班固,同僚,,0,0,0,问改定礼制,草稿
1134,P0100,朱买臣,P0003,严助,同僚,,0,0,0,俱侍中,草稿
1135,P0100,朱买臣,,武帝,与帝,,0,0,0,,草稿
1136,P0101,朱展,,献帝,与帝,,0,0,0,死难,草稿
1137,P0102,李仁,,孙皓,与帝,,0,0,0,皓朝侍中,草稿
1138,P0102,李仁,P0077,庾峻,同僚,,0,0,0,亡国后被问,草稿
1140,P0105,李延年,,李夫人,兄弟,,0,0,0,,草稿
1139,P0105,李延年,,武帝,与帝,,0,0,0,乐官,草稿
1141,P0106,李棽,P0148,王莽,与帝,,0,0,0,,草稿
1142,P0107,李法,,和帝,与帝,,0,0,0,上疏削爵,草稿
1143,P0108,李膺,,党锢诸贤,同僚,,0,0,0,八俊,草稿
1145,P0108,李膺,,宦官,政敌,,0,0,0,死于狱,草稿
1144,P0108,李膺,,桓帝,与帝,,0,0,0,党锢,草稿
1146,P0109,李陵,,李广,祖,,0,0,0,,草稿
1148,P0109,李陵,,武帝,与帝,,0,0,0,,草稿
1147,P0109,李陵,P0166,苏武,同僚,,0,0,0,俱侍中,草稿
1150,P0112,来历,,和帝,与帝,,0,0,0,,草稿
1149,P0112,来历,,来歙,曾祖,,0,0,0,云台二十八将,草稿
1151,P0114,杨厚,P0121,杨统,父,,0,0,0,亦侍中,草稿
1152,P0114,杨厚,,梁不疑,同僚,,0,0,0,冀遣致遗,草稿
1153,P0115,杨奇,,灵帝,与帝,,0,0,0,,草稿
1156,P0116,杨彪,,曹操,政敌,,0,0,0,修杨彪案,草稿
1154,P0116,杨彪,P0122,杨赐,父,,0,0,0,,草稿
1155,P0116,杨彪,,献帝,与帝,,0,0,0,从迁,草稿
1158,P0117,杨政,,光武帝,与帝,,0,0,0,问得失,草稿
1157,P0117,杨政,,范升,师,,0,0,0,梁丘易,草稿
1160,P0119,杨琦,,李傕,政敌,,0,0,0,上封事言傕,草稿
1159,P0119,杨琦,,献帝,与帝,,0,0,0,随驾,草稿
1162,P0120,杨秉,P0122,杨赐,子,,0,0,0,,草稿
1161,P0120,杨秉,,杨震,父,,0,0,0,四知太尉,草稿
1163,P0120,杨秉,,桓帝,与帝,,0,0,0,太尉,草稿
1164,P0121,杨统,P0114,杨厚,子,,0,0,0,亦侍中,草稿
1166,P0122,杨赐,P0116,杨彪,子,,0,0,0,,草稿
1165,P0122,杨赐,P0120,杨秉,父,,0,0,0,,草稿
1167,P0122,杨赐,,灵帝,与帝,,0,0,0,司空,草稿
1168,P0123,桑弘羊,,武帝,与帝,,0,0,0,近侍理财,草稿
1169,P0123,桑弘羊,P0242,霍光,政敌,,0,0,0,燕王旦谋反,草稿
1170,P0125,楼望,P0001,丁恭,师,,0,0,0,受业,草稿
1171,P0125,楼望,P0096,承宫,同门,,0,0,0,,草稿
1172,P0126,欧阳地余,,元帝,与帝,,0,0,0,,草稿
1174,P0129,淳于长,,成帝,与帝,,0,0,0,定陵侯,草稿
1173,P0129,淳于长,,王政君,外戚,,0,0,0,太后姊子,草稿
1175,P0129,淳于长,P0148,王莽,政敌,,0,0,0,莽发其奸,草稿
1176,P0130,爰延,P0120,杨秉,举主,,0,0,0,举贤良,草稿
1177,P0130,爰延,,桓帝,与帝,,0,0,0,面谏,草稿
1178,P0131,王允,,吕布,同谋,,0,0,0,诛卓,草稿
1180,P0131,王允,,献帝,与帝,,0,0,0,录尚书事,草稿
1179,P0131,王允,,董卓,政敌,,0,0,0,诛卓,草稿
1181,P0132,王况,,王氏,宗族,,0,0,0,,草稿
1183,P0133,王凤,,成帝,与帝,,0,0,0,元舅,草稿
1182,P0133,王凤,,王政君,兄弟,,0,0,0,元后,草稿
1185,P0134,王去疾,,哀帝,与帝,,0,0,0,旧幸,草稿
1184,P0134,王去疾,,王谭,父,,0,0,0,平阿侯,草稿
1186,P0135,王参,,王氏,宗族,,0,0,0,,草稿
1188,P0136,王商,,元帝/成帝,与帝,,0,0,0,,草稿
1187,P0136,王商,P0133,王凤,政敌,,0,0,0,凤谮商,草稿
1190,P0137,王奇,P0148,王莽,宗族,,0,0,0,,草稿
1189,P0137,王奇,P0152,王邑,兄弟,,0,0,0,,草稿
1191,P0138,王忽,,王莽(前汉),父,,0,0,0,卫尉,草稿
1192,P0138,王忽,P0242,霍光,政敌,,0,0,0,光让莽杀忽,草稿
1193,P0140,王方,,鲁恭,举主,,0,0,0,荐方,草稿
1194,P0141,王望,P0148,王莽,与帝,,0,0,0,莽末乱中,草稿
1196,P0142,王林卿,,何并,政敌,,0,0,0,收捕,草稿
1195,P0142,王林卿,,邛成太后,外戚,,0,0,0,外家,草稿
1198,P0144,王沈,,司马昭,府主,,0,0,0,告密,草稿
1197,P0144,王沈,,曹髦,与帝,,0,0,0,出卖髦谋,草稿
1199,P0144,王沈,,王业,同僚,,0,0,0,俱告,草稿
1202,P0145,王粲,,建安七子,同僚,,0,0,0,文学,草稿
1201,P0145,王粲,,曹丕,与帝,,0,0,0,魏侍中,草稿
1200,P0145,王粲,,曹操,府主,,0,0,0,丞相掾,草稿
1203,P0147,王舜,,哀帝,与帝,,0,0,0,护太子家有旧恩,草稿
1204,P0147,王舜,P0148,王莽,从父,,0,0,0,,草稿
1396,P0148,王莽,P0147,王舜,从子,,0,0,0,对称边←王舜-从父,草稿
1397,P0148,王莽,P0152,王邑,从子,,0,0,0,对称边←王邑-从父,草稿
1205,P0149,王蕃,,孙皓,与帝,,0,0,0,被杀,草稿
1206,P0150,王辅,,皇帝,与帝,,0,0,0,奉使祈祭,草稿
1207,P0151,王逸,,王延寿,子,,0,0,0,鲁灵光殿赋,草稿
1209,P0152,王邑,,哀帝,与帝,,0,0,0,矫太后指,草稿
1395,P0152,王邑,P0137,王奇,兄弟,,0,0,0,对称边←王奇-兄弟,草稿
1208,P0152,王邑,P0148,王莽,从父,,0,0,0,,草稿
1210,P0155,王龚,P0035,刘歆,同僚,,0,0,0,共校书,草稿
1211,P0155,王龚,,房凤,同僚,,0,0,0,三人皆侍中,草稿
1213,P0156,班伯,,师丹,同僚,,0,0,0,,草稿
1212,P0156,班伯,,许商,同僚,,0,0,0,,草稿
1214,P0158,甄邯,,孔光,姻亲,,0,0,0,,草稿
1216,P0158,甄邯,P0129,淳于长,政敌,,0,0,0,建白诛讨,草稿
1215,P0158,甄邯,P0148,王莽,府主,,0,0,0,,草稿
1218,P0159,种劭,P0012,何进,府主,,0,0,0,进败,草稿
1217,P0159,种劭,,种暠,祖,,0,0,0,司徒,草稿
1219,P0159,种劭,P0252,马宇,同谋,,0,0,0,诛傕,草稿
1220,P0160,种辑,,荀攸,同谋,,0,0,0,诛卓,草稿
1221,P0160,种辑,,董卓,政敌,,0,0,0,,草稿
1223,P0161,窦宪,,和帝,与帝,,0,0,0,外戚之重,草稿
1224,P0161,窦宪,,张林,举主,,0,0,0,荐为尚书,草稿
1222,P0161,窦宪,,章德窦皇后,外戚,,0,0,0,皇后兄,草稿
1226,P0161,窦宪,,耿秉,同僚,,0,0,0,北伐副手,草稿
1225,P0161,窦宪,,陈宠,政敌,,0,0,0,斥林,草稿
1227,P0162,窦机,,窦武,父,,0,0,0,大将军,草稿
1228,P0162,窦机,,窦靖,兄弟,,0,0,0,亦侍中,草稿
1229,P0163,耿承,,耿宝,从父,,0,0,0,大将军,草稿
1230,P0163,耿承,,耿氏,宗族,,0,0,0,外戚,草稿
1398,P0163,耿承,P0164,耿箕,从子,,0,0,0,对称边←耿箕-从父,草稿
1231,P0164,耿箕,,耿宝,父,,0,0,0,,草稿
1232,P0164,耿箕,P0163,耿承,从父,,0,0,0,亦侍中,草稿
1234,P0165,耿纪,,曹操,政敌,,0,0,0,起兵被夷三族,草稿
1233,P0165,耿纪,,耿弇,先祖,,0,0,0,云台,草稿
1235,P0166,苏武,P0109,李陵,同僚,,0,0,0,俱侍中,草稿
1236,P0166,苏武,,武帝,与帝,,0,0,0,使匈奴,草稿
1237,P0166,苏武,,苏建,父,,0,0,0,,草稿
1239,P0169,荀顗,,司马炎,与帝,,0,0,0,晋太尉,草稿
1240,P0169,荀顗,P0058,和峤,同僚,,0,0,0,观太子,草稿
1238,P0169,荀顗,,荀彧,父,,0,0,0,尚书令,草稿
1241,P0170,萧育,,萧望之,父,,0,0,0,前将军,草稿
1243,P0170,萧育,P0192,贾逵,同僚,,0,0,0,白虎观难,草稿
1242,P0170,萧育,,马廖,举主,,0,0,0,举方正,草稿
1246,P0171,董允,,刘禅,与帝,,0,0,0,匡谏,草稿
1244,P0171,董允,,诸葛亮,举主,,0,0,0,出师表,草稿
1245,P0171,董允,,黄皓,政敌,,0,0,0,皓畏允,草稿
1247,P0172,董贤,,哀帝,与帝,,0,0,0,宠幸无比,草稿
1248,P0172,董贤,P0148,王莽,政敌,,0,0,0,诛贤,草稿
1249,P0172,董贤,,董恭,父,,0,0,0,,草稿
1250,P0174,蔡茂,,光武帝,与帝,,0,0,0,司徒,草稿
1251,P0174,蔡茂,P0148,王莽,与帝,,0,0,0,莽时免官,草稿
1252,P0176,虞子和,,刘虞,父,,0,0,0,幽州牧,草稿
1253,P0176,虞子和,,献帝,与帝,,0,0,0,奉使,草稿
1254,P0177,袁隗,,袁安,祖,,0,0,0,司空,草稿
1255,P0177,袁隗,,袁绍,从子,,0,0,0,,草稿
1256,P0177,袁隗,P0211,郑玄,其他,,0,0,0,被表未行,草稿
1258,P0178,许允,,司马懿,与大将军,,0,0,0,,草稿
1257,P0178,许允,,曹爽,同僚,,0,0,0,,草稿
1260,P0180,许慎,,五经,其他,,0,0,0,说文解字,草稿
1259,P0180,许慎,P0192,贾逵,师,,0,0,0,受古学,草稿
1261,P0181,许相,,曹节,同僚,,0,0,0,并封侯,草稿
1262,P0181,许相,,灵帝,与帝,,0,0,0,,草稿
1263,P0182,许章,,外戚王氏/许氏,外戚,,0,0,0,以外属贵,草稿
1265,P0183,诸葛瞻,,刘禅,与帝,,0,0,0,尚公主,草稿
1264,P0183,诸葛瞻,,诸葛亮,父,,0,0,0,,草稿
1266,P0183,诸葛瞻,,诸葛恪,从父,,0,0,0,,草稿
1267,P0186,谢笃,,谢恽,兄弟,,0,0,0,虎贲中郎将,草稿
1270,P0187,费祎,P0171,董允,同僚,,0,0,0,侍中,草稿
1269,P0187,费祎,,蒋琬,同僚,,0,0,0,相继执政,草稿
1268,P0187,费祎,,诸葛亮,举主,,0,0,0,出师表,草稿
1271,P0189,贾复,,光武帝,与帝,,0,0,0,云台,草稿
1272,P0189,贾复,,寇恂,同僚,,0,0,0,帝为解纷,草稿
1273,P0190,贾建,,临颍公主,夫妻,,0,0,0,尚主,草稿
1275,P0191,贾彪,P0108,李膺,同僚,,0,0,0,八俊,草稿
1274,P0191,贾彪,,郭泰,同僚,,0,0,0,党锢,草稿
1277,P0192,贾逵,,和帝,与帝,,0,0,0,,草稿
1278,P0192,贾逵,,贾谊,先祖,,0,0,0,九世孙,草稿
1276,P0192,贾逵,,鲁丕,同僚,,0,0,0,荐丕,草稿
1279,P0193,赵代,P0112,来历,同僚,,0,0,0,,草稿
1280,P0196,赵憙,,光武帝,与帝,,0,0,0,太尉,草稿
1281,P0196,赵憙,,更始帝,府主,,0,0,0,,草稿
1282,P0197,赵苞,,灵帝,与帝,,0,0,0,侍中,草稿
1283,P0199,邓叠,P0161,窦宪,府主,,0,0,0,副手,草稿
1284,P0199,邓叠,,邓氏,宗族,,0,0,0,,草稿
1285,P0200,邓干,,邓禹系,宗族,,0,0,0,外戚,草稿
1286,P0201,邓建,,邓太后,宗族,,0,0,0,外戚,草稿
1287,P0202,邓弘,,邓悝,兄弟,,0,0,0,,草稿
1288,P0202,邓弘,P0204,邓阊,兄弟,,0,0,0,亦侍中,草稿
1290,P0203,邓蕃,,平皋公主,夫妻,,0,0,0,尚主,草稿
1289,P0203,邓蕃,,邓禹系,宗族,,0,0,0,外戚,草稿
1291,P0204,邓阊,P0202,邓弘,兄弟,,0,0,0,,草稿
1293,P0205,邓骘,,和熹邓皇后,兄弟,,0,0,0,,草稿
1292,P0205,邓骘,,邓禹,祖,,0,0,0,云台之首,草稿
1294,P0205,邓骘,,鲁丕,其他,,0,0,0,侍中,草稿
1296,P0208,郑小同,,郑冲,同僚,,0,0,0,,草稿
1295,P0208,郑小同,P0211,郑玄,祖,,0,0,0,,草稿
1298,P0209,郑弘,P0161,窦宪,政敌,,0,0,0,劾宪党,草稿
1297,P0209,郑弘,,第五伦,举主,,0,0,0,举孝廉,草稿
1300,P0211,郑玄,P0012,何进,同僚,,0,0,0,进设几杖礼待，玄不受朝服,草稿
1299,P0211,郑玄,P0177,袁隗,举主,,0,0,0,表为侍中,草稿
1399,P0211,郑玄,P0208,郑小同,孙（待核）,,0,0,0,对称边←郑小同-祖,草稿
1302,P0212,郑称,,曹丕,与帝,,0,0,0,黄初中,草稿
1301,P0212,郑称,,曹叡,与帝,,0,0,0,为武德侯傅,草稿
1303,P0215,郭举,P0161,窦宪,姻亲,,0,0,0,女弟婿,草稿
1304,P0215,郭举,P0199,邓叠,同谋,,0,0,0,,草稿
1308,P0216,郭攸之,,刘禅,与帝,,0,0,0,,草稿
1307,P0216,郭攸之,P0171,董允,同僚,,0,0,0,侍郎,草稿
1305,P0216,郭攸之,,诸葛亮,举主,,0,0,0,出师表所举,草稿
1306,P0216,郭攸之,P0187,费祎,同僚,,0,0,0,俱侍中,草稿
1313,P0218,金安上,P0052,史高,同僚,,0,0,0,共发霍氏,草稿
1311,P0218,金安上,,宣帝,与帝,,0,0,0,,草稿
1310,P0218,金安上,P0219,金敞,子,,0,0,0,亦侍中,草稿
1309,P0218,金安上,P0220,金日磾,从父,,0,0,0,,草稿
1312,P0218,金安上,,霍氏,政敌,,0,0,0,发其反,草稿
1317,P0219,金敞,,元帝,与帝,,0,0,0,,草稿
1316,P0219,金敞,,刘向,同僚,,0,0,0,拾遗左右,草稿
1315,P0219,金敞,,萧望之,府主,,0,0,0,共事,草稿
1314,P0219,金敞,P0218,金安上,父,,0,0,0,,草稿
1322,P0220,金日磾,,武帝,与帝,,0,0,0,近侍,草稿
1320,P0220,金日磾,P0218,金安上,从子,,0,0,0,伦支侍中,草稿
1319,P0220,金日磾,,金建,子,,0,0,0,侍中,草稿
1318,P0220,金日磾,,金賞,子,,0,0,0,侍中,草稿
1321,P0220,金日磾,P0242,霍光,同僚,,0,0,0,共辅政,草稿
1323,P0221,金汤,P0222,金涉,父,,0,0,0,,草稿
1324,P0221,金汤,P0223,金融,兄弟,,0,0,0,亦侍中,草稿
1325,P0222,金涉,P0148,王莽,同僚,,0,0,0,为莽言,草稿
1326,P0222,金涉,P0219,金敞,宗族,,0,0,0,,草稿
1400,P0222,金涉,P0221,金汤,子,,0,0,0,对称边←金汤-父,草稿
1401,P0222,金涉,P0223,金融,子,,0,0,0,对称边←金融-父,草稿
1328,P0223,金融,P0221,金汤,兄弟,,0,0,0,,草稿
1327,P0223,金融,P0222,金涉,父,,0,0,0,,草稿
1330,P0227,钟繇,,曹丕,与帝,,0,0,0,太傅,草稿
1329,P0227,钟繇,,曹操,府主,,0,0,0,督关中,草稿
1331,P0228,闾丘弘,P0112,来历,同僚,,0,0,0,证太子无过,草稿
1333,P0229,阎畅,,安帝,与帝,,0,0,0,国丈,草稿
1332,P0229,阎畅,,阎皇后,女,,0,0,0,安帝后,草稿
1334,P0230,阚泽,,孙权,与帝,,0,0,0,太子太傅,草稿
